NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
475.7,565.4,503.4,491.6,560.0
491.1,577.9,437.9,586.9,360.0
604.9,648.5,592.3,737.1,820.0
540.9,588.5,549.0,529.3,320.0
523.3,647.7,608.0,436.9,680.0
558.4,628.2,580.2,497.7,840.0
447.5,435.3,558.9,501.2,540.0
529.8,634.4,590.7,605.3,600.0
456.2,621.2,591.7,576.3,640.0
491.2,473.2,437.7,458.9,280.0
531.4,592.5,551.4,428.1,700.0
388.8,519.3,485.4,378.4,220.0
579.4,542.1,488.7,467.8,600.0
395.0,572.4,491.9,436.2,440.0
461.0,518.3,508.3,392.5,340.0
518.4,579.9,529.5,486.2,560.0
383.0,559.5,490.7,614.3,640.0
479.7,627.7,574.1,538.7,540.0
449.8,571.7,487.3,415.4,400.0
425.6,457.7,407.0,499.6,280.0
573.3,489.3,519.8,551.0,560.0
562.2,666.0,622.0,481.8,600.0
452.7,611.8,555.7,503.2,640.0
444.0,568.1,502.5,469.8,540.0
386.1,566.3,600.4,505.2,600.0
735.7,716.7,645.3,760.0,920.0
386.0,507.5,544.9,558.2,340.0
384.2,612.1,534.4,433.3,360.0
445.8,456.0,487.2,457.1,580.0
462.7,492.9,495.1,504.7,320.0
713.8,711.6,633.1,780.9,620.0
380.0,615.6,598.1,554.3,480.0
425.1,574.4,542.1,496.2,560.0
549.6,639.2,581.6,479.0,600.0
620.2,665.5,559.0,780.3,960.0
560.2,450.2,500.6,495.6,300.0
444.4,436.3,369.0,470.3,280.0
525.1,555.6,471.6,473.4,360.0
520.8,611.7,573.7,400.1,640.0
483.1,438.5,590.6,451.5,680.0
555.7,632.9,606.8,740.0,680.0
495.4,583.9,444.0,387.3,240.0
528.1,633.4,571.8,703.6,460.0
451.3,636.1,582.4,662.4,520.0
425.9,537.5,552.4,506.5,540.0
579.4,606.8,515.9,545.8,740.0
451.9,435.5,476.6,464.8,360.0
646.6,661.6,606.1,751.2,740.0
696.1,772.4,691.6,710.0,880.0
569.9,677.1,582.6,674.8,640.0
559.2,483.8,503.3,472.5,560.0
513.1,623.6,574.7,509.4,680.0
417.7,497.1,473.2,472.5,400.0
467.6,529.5,487.3,471.6,0.0
490.0,546.8,518.0,437.3,440.0
506.7,630.3,581.2,575.9,560.0
422.3,480.5,439.3,448.9,380.0
593.3,627.1,568.7,505.3,680.0
483.4,404.2,463.5,425.4,0.0
456.7,593.2,517.2,426.2,500.0
585.7,636.2,649.4,687.2,680.0
420.0,546.6,533.3,554.7,760.0
580.5,685.1,651.0,708.8,840.0
394.2,482.9,442.0,448.6,360.0
416.2,460.4,462.3,450.0,340.0
523.9,638.4,617.0,733.0,760.0
498.9,606.2,522.0,453.5,460.0
380.9,403.1,465.1,516.2,240.0
486.7,617.3,538.1,510.1,580.0
471.1,588.4,497.0,523.2,360.0
480.8,566.1,459.1,534.4,740.0
524.3,524.9,503.9,470.6,400.0
542.5,573.4,510.4,543.8,400.0
448.0,529.9,494.1,632.8,600.0
421.2,430.2,405.3,394.5,440.0
389.1,563.0,563.3,419.6,360.0
507.7,595.4,565.6,502.7,640.0
439.9,640.1,578.6,629.7,680.0
470.6,553.0,472.0,448.6,340.0
539.9,626.9,597.7,576.0,480.0
448.6,625.5,546.3,450.3,600.0
543.7,582.0,596.4,464.1,640.0
458.9,435.3,525.0,419.3,520.0
497.0,635.9,563.6,597.6,400.0
540.1,624.5,559.0,448.2,600.0
550.4,634.9,535.2,508.0,720.0
382.0,446.3,403.5,493.0,260.0
465.2,644.4,586.9,665.8,440.0
506.7,481.2,460.0,404.2,380.0
461.5,600.6,562.2,440.6,500.0
538.4,611.2,541.8,479.7,480.0
478.8,581.1,417.5,407.3,340.0
447.6,655.8,563.2,453.9,360.0
511.6,637.6,606.6,568.1,920.0
429.8,577.1,461.0,477.0,360.0
426.1,545.7,549.8,497.1,440.0
451.9,601.3,508.9,446.9,520.0
424.1,629.6,564.4,390.0,560.0
588.3,607.6,633.7,593.7,560.0
409.2,600.8,517.3,492.9,340.0
441.1,536.2,571.6,461.3,520.0
562.2,675.1,636.5,479.6,820.0
541.6,525.3,504.7,571.4,580.0
498.6,551.5,459.9,455.6,500.0
377.7,412.5,442.8,416.0,320.0
417.0,551.1,541.7,469.8,520.0
416.4,634.1,476.5,523.1,380.0
432.7,438.2,563.1,393.6,500.0
478.6,601.3,564.8,625.2,740.0
463.0,598.8,519.0,584.6,400.0
612.1,631.7,588.9,768.9,840.0
439.9,474.2,556.6,610.8,660.0
436.6,611.7,526.6,582.8,520.0
632.0,694.8,649.6,676.0,960.0
501.5,624.9,595.4,488.0,620.0
506.1,664.1,558.7,426.1,600.0
367.4,487.0,508.2,492.3,660.0
597.2,646.1,613.7,658.8,540.0
440.2,483.6,499.9,576.0,340.0
423.6,419.0,404.8,384.4,500.0
432.6,431.4,331.6,488.3,600.0
379.9,416.4,447.7,498.4,440.0
512.2,701.9,600.7,711.3,640.0
428.3,557.8,431.8,576.2,540.0
471.6,599.0,563.7,600.8,680.0
501.4,590.0,537.4,496.7,580.0
482.5,580.4,489.4,527.5,560.0
382.0,484.0,533.1,507.0,340.0
413.8,397.2,431.4,430.1,400.0
451.7,635.2,538.3,615.9,720.0
452.3,453.2,483.8,530.0,280.0
411.5,450.6,443.7,422.5,360.0
451.9,590.2,570.6,460.1,720.0
501.6,630.0,593.8,487.1,340.0
448.8,640.7,608.1,579.9,600.0
688.9,679.8,687.6,793.6,820.0
412.3,618.4,564.7,486.4,540.0
413.6,631.9,615.8,454.3,760.0
460.9,569.2,465.5,432.0,480.0
401.0,597.4,533.8,541.6,560.0
434.3,519.5,515.1,491.0,380.0
504.7,607.3,535.3,486.1,600.0
437.9,562.9,514.4,442.4,560.0
467.4,543.7,326.9,575.0,600.0
535.2,622.4,512.7,609.1,500.0
496.8,494.5,525.4,473.0,480.0
384.3,494.2,407.8,397.1,240.0
415.0,584.0,483.7,412.6,380.0
476.6,484.5,387.4,524.0,180.0
479.3,563.2,390.6,526.8,300.0
399.0,553.3,386.1,497.2,520.0
471.5,625.8,579.2,553.1,480.0
579.1,579.1,558.5,612.3,480.0
582.2,624.4,582.7,476.8,360.0
528.4,524.3,509.7,579.6,340.0
527.8,575.0,539.9,613.2,500.0
385.0,458.2,421.0,457.3,260.0
395.9,581.9,533.5,491.4,820.0
446.4,482.7,504.6,497.5,520.0
665.4,464.0,499.7,642.2,420.0
472.1,646.2,607.3,598.4,740.0
407.8,413.8,565.1,487.3,0.0
428.5,532.2,546.4,515.6,700.0
423.4,572.2,536.0,650.5,360.0
462.8,506.0,577.2,487.0,560.0
587.1,637.7,594.4,646.9,640.0
556.4,439.0,405.3,453.4,340.0
571.0,626.4,539.3,544.6,640.0
505.5,551.0,407.4,473.4,400.0
418.9,505.3,392.2,405.6,300.0
426.7,613.0,561.6,570.3,400.0
452.5,580.8,547.7,502.7,760.0
429.2,427.7,463.0,437.4,360.0
436.8,602.4,498.5,494.3,780.0
440.1,545.9,409.2,451.9,620.0
492.9,560.6,533.9,455.0,360.0
500.7,441.3,499.4,493.4,520.0
367.1,514.9,434.6,448.2,280.0
461.4,549.6,485.5,547.8,360.0
473.8,607.3,551.2,517.3,400.0
426.9,570.4,544.4,660.6,620.0
615.6,636.3,605.7,464.4,940.0
435.7,534.6,515.4,485.3,840.0
387.7,484.9,352.1,439.5,560.0
537.7,635.3,530.7,564.7,820.0
604.3,609.7,621.4,641.7,800.0
428.6,611.1,600.7,639.1,320.0
496.4,632.2,598.6,431.6,540.0
475.1,454.9,410.7,406.2,580.0
513.4,575.3,553.7,440.7,640.0
432.0,622.7,566.2,571.5,500.0
506.1,422.5,416.8,462.1,360.0
521.5,604.3,538.1,604.3,660.0
523.8,543.4,475.1,609.1,580.0
531.1,634.6,570.2,633.6,780.0
531.0,598.0,522.2,651.3,820.0
485.4,622.0,509.0,474.5,480.0
649.8,671.4,669.7,762.5,880.0
487.1,545.6,497.1,451.1,420.0
411.6,473.9,530.2,496.4,520.0
481.6,462.8,406.8,500.7,320.0
460.8,473.7,459.3,399.6,360.0
477.3,524.5,543.3,463.8,460.0
417.2,458.9,490.0,457.4,400.0
390.8,447.3,466.8,431.8,0.0
594.4,643.6,625.2,693.1,920.0
452.7,509.3,527.7,591.4,300.0
521.4,402.9,400.9,380.7,340.0
585.3,629.5,622.4,444.6,700.0
516.6,596.4,495.8,591.1,680.0
449.2,476.1,473.7,590.9,560.0
481.4,396.7,448.3,392.8,260.0
405.0,480.0,569.5,409.6,600.0
387.6,463.1,487.7,547.8,540.0
402.6,562.8,515.6,490.2,620.0
372.4,552.5,516.8,404.0,360.0
538.2,648.9,578.8,606.0,560.0
488.0,485.0,540.8,473.5,260.0
582.8,646.6,644.0,655.5,540.0
491.7,566.1,559.7,550.1,640.0
471.0,548.6,467.6,409.5,340.0
537.8,627.5,571.6,558.0,580.0
441.5,412.6,395.8,405.7,0.0
494.3,599.2,528.6,573.1,560.0
460.1,406.1,496.0,559.1,200.0
551.6,682.7,647.9,693.0,920.0
554.4,621.8,588.7,654.3,440.0
528.6,613.3,518.4,406.1,440.0
507.6,639.9,595.8,496.9,360.0
609.7,651.2,644.2,534.5,480.0
503.2,511.5,422.9,550.9,360.0
520.1,559.7,527.7,512.8,600.0
472.6,524.6,492.3,496.2,580.0
515.3,638.0,558.3,586.2,720.0
446.1,603.1,521.2,381.7,280.0
461.6,634.7,524.3,651.4,360.0
390.7,561.3,519.5,527.0,340.0
504.0,547.2,539.4,533.3,400.0
570.4,663.8,608.6,745.0,700.0
487.5,408.3,409.8,636.8,500.0
399.9,605.6,589.7,592.6,520.0
604.5,639.3,616.3,633.2,480.0
666.0,674.5,660.3,717.2,940.0
490.3,482.1,394.4,462.8,500.0
543.4,659.4,574.2,495.1,500.0
395.9,420.9,421.9,581.1,340.0
571.6,689.3,587.2,601.1,660.0
470.7,545.0,505.6,478.8,380.0
628.1,639.5,601.7,681.9,600.0
556.7,537.1,562.2,466.6,520.0
546.2,592.5,515.0,500.3,520.0
509.1,641.5,570.8,599.3,480.0
557.1,651.1,598.3,585.1,660.0
430.5,436.2,433.6,393.5,0.0
410.4,662.7,619.4,438.8,540.0
542.0,596.4,490.9,562.1,260.0
424.4,477.0,511.7,561.9,300.0
447.6,572.4,380.9,454.1,340.0
517.0,626.5,531.5,599.1,700.0
547.9,520.7,557.5,558.0,600.0
521.9,632.0,595.6,591.9,580.0
502.3,641.8,543.7,453.0,780.0
620.3,660.1,629.5,666.1,880.0
430.7,635.7,572.3,466.4,580.0
442.1,438.6,405.3,384.9,500.0
498.9,582.2,560.0,414.2,320.0
406.9,607.3,492.8,494.4,560.0
470.4,571.4,582.3,456.1,760.0
390.7,532.7,480.9,446.0,340.0
492.1,568.3,564.1,420.1,340.0
410.2,461.9,434.6,372.0,0.0
427.6,491.6,461.8,387.0,380.0
556.6,570.2,573.9,457.5,540.0
432.5,451.7,554.0,563.7,840.0
405.5,489.5,530.5,533.1,400.0
442.1,432.9,414.0,428.8,300.0
513.8,652.6,591.8,594.1,580.0
517.8,554.1,494.4,626.1,600.0
522.6,461.1,487.9,522.0,300.0
467.4,567.3,545.6,475.6,460.0
378.8,610.9,471.9,434.0,300.0
544.6,659.9,505.9,622.6,400.0
649.7,689.9,652.2,750.5,740.0
438.1,480.6,417.6,454.6,480.0
411.0,465.1,457.3,454.6,500.0
627.5,628.8,612.2,691.6,640.0
377.6,572.0,495.8,455.9,300.0
570.2,658.3,583.9,575.8,580.0
475.4,634.0,592.0,637.7,520.0
446.6,580.7,540.3,502.4,420.0
584.6,575.5,581.6,570.4,800.0
500.5,623.4,549.7,496.3,300.0
674.6,680.7,651.2,519.3,860.0
537.8,612.9,542.4,521.0,520.0
452.8,511.0,444.0,644.8,560.0
553.4,614.6,611.4,593.9,600.0
449.5,607.1,564.7,459.4,360.0
497.3,649.3,604.4,501.4,800.0
406.1,589.1,534.1,487.7,500.0
441.5,465.6,515.3,566.6,480.0
638.7,639.0,598.8,717.3,440.0
471.7,459.5,467.9,508.2,640.0
470.8,619.1,639.0,641.6,740.0
399.4,642.1,527.7,570.5,480.0
559.8,631.8,620.2,594.2,700.0
504.1,588.4,476.2,504.5,680.0
579.2,637.9,656.9,709.2,560.0
537.4,657.7,630.9,620.7,440.0
482.9,611.9,472.6,496.6,260.0
528.2,605.1,561.7,685.1,500.0
375.3,483.3,387.6,538.2,360.0
568.5,649.0,608.3,667.3,640.0
611.4,664.9,580.2,749.3,900.0
457.9,568.5,479.1,569.6,340.0
377.9,423.9,463.1,564.3,340.0
563.7,626.2,520.2,647.2,780.0
452.9,560.0,482.1,430.0,0.0
595.6,659.1,601.2,681.2,640.0
491.1,497.7,436.1,466.3,320.0
493.9,562.0,504.8,475.5,320.0
522.1,648.6,555.6,683.6,600.0
446.1,522.2,565.0,474.5,460.0
441.8,563.6,489.9,379.4,380.0
438.1,624.7,613.2,673.4,820.0
502.4,599.2,663.4,668.2,800.0
638.9,679.5,638.3,714.0,660.0
594.2,632.7,626.0,683.9,540.0
564.3,589.6,492.5,585.3,480.0
430.0,590.7,523.7,458.2,280.0
467.7,632.5,460.5,506.6,640.0
526.1,615.9,506.8,459.2,560.0
545.5,706.4,637.5,784.0,680.0
386.9,418.4,446.2,543.1,360.0
584.2,597.3,527.2,648.5,720.0
568.9,635.3,617.6,653.4,460.0
513.3,577.9,508.6,495.8,360.0
501.9,631.4,563.9,473.5,620.0
669.0,671.9,627.9,792.9,920.0
492.6,639.6,550.6,550.0,640.0
462.3,526.2,478.5,499.4,240.0
402.1,428.5,537.2,579.9,620.0
483.9,559.9,537.8,548.4,320.0
600.6,654.1,582.3,624.1,680.0
529.9,624.4,529.9,580.4,400.0
402.2,454.8,421.4,468.7,500.0
387.5,597.6,519.4,522.7,320.0
594.6,655.8,634.5,458.3,700.0
423.4,576.9,344.4,615.7,440.0
470.7,588.0,546.1,446.6,720.0
421.7,444.2,456.4,465.6,520.0
561.1,652.7,571.0,467.9,700.0
509.3,554.9,457.8,547.4,340.0
430.2,626.5,598.7,587.9,540.0
602.4,648.9,608.7,675.6,600.0
379.4,446.5,423.2,429.9,340.0
384.9,486.3,499.4,470.3,320.0
526.4,692.1,642.2,681.4,700.0
536.1,517.3,413.3,449.5,400.0
550.4,606.0,585.2,531.6,560.0
507.4,591.0,488.3,497.8,640.0
397.2,451.9,448.0,504.3,300.0
463.6,514.7,406.4,561.6,300.0
419.7,594.6,570.2,668.2,640.0
442.9,426.3,469.5,495.9,520.0
402.9,613.5,496.1,480.8,380.0
431.0,477.1,387.8,390.3,340.0
502.4,548.3,375.9,507.2,300.0
550.6,620.7,573.4,646.6,740.0
587.1,648.8,599.1,719.5,800.0
566.5,688.1,624.5,643.0,380.0
434.9,569.3,463.3,450.8,620.0
521.0,677.6,615.4,562.6,640.0
574.5,668.2,597.5,479.9,680.0
559.2,651.0,573.1,578.7,400.0
569.7,601.8,542.1,502.5,740.0
435.3,586.8,508.3,520.0,480.0
489.5,532.8,571.2,587.8,280.0
644.8,667.0,640.9,687.5,980.0
579.3,595.8,558.1,542.1,680.0
427.8,544.3,430.9,443.0,340.0
425.0,587.6,426.5,532.1,400.0
493.8,649.7,623.4,616.3,500.0
523.3,627.4,609.2,519.7,780.0
480.7,517.5,539.0,558.8,500.0
600.5,621.0,581.7,521.5,760.0
516.1,676.7,629.8,659.4,720.0
591.7,565.0,586.2,470.1,840.0
439.7,509.2,414.6,541.4,560.0
568.4,659.0,532.7,592.3,680.0
497.6,622.7,568.2,559.3,480.0
401.3,558.5,545.6,428.8,360.0
473.2,547.6,429.1,434.8,480.0
606.2,670.1,596.3,769.6,560.0
447.3,613.9,506.1,522.9,360.0
410.0,508.7,549.1,532.2,400.0
440.5,533.3,508.0,595.5,400.0
425.6,466.0,533.9,568.1,480.0
510.8,513.4,516.1,483.4,320.0
452.7,426.6,448.8,612.8,420.0
419.6,560.7,508.1,633.0,600.0
484.9,608.3,564.5,415.8,420.0
684.3,718.5,648.4,753.1,820.0
510.8,484.5,570.1,505.6,520.0
399.4,442.5,383.7,515.5,340.0
550.0,654.6,500.5,599.1,480.0
479.6,512.9,492.9,621.0,420.0
476.7,592.5,530.1,634.9,660.0
435.5,563.8,441.1,466.8,360.0
580.5,617.1,568.7,633.6,720.0
480.4,538.7,476.2,533.9,640.0
497.9,573.6,554.9,498.0,560.0
570.0,603.9,548.5,501.3,780.0
530.8,635.1,547.2,414.0,720.0
422.9,471.7,464.1,411.0,200.0
485.1,631.2,578.1,635.5,500.0
420.2,474.2,420.4,459.1,300.0
541.5,626.9,598.8,616.1,360.0
494.3,546.1,498.9,468.4,480.0
431.2,502.8,410.5,513.2,0.0
423.4,521.5,496.7,559.0,520.0
538.1,460.5,466.8,492.0,580.0
523.8,628.9,538.8,477.7,460.0
433.6,667.0,614.0,684.3,360.0
373.0,446.3,466.7,456.6,520.0
502.1,595.7,423.1,410.7,300.0
498.4,471.7,512.4,471.4,400.0
469.5,549.0,578.6,434.0,580.0
409.2,563.4,478.8,582.9,520.0
465.8,578.7,557.6,660.9,680.0
595.1,600.1,449.7,705.0,560.0
422.6,507.2,522.6,657.6,640.0
646.2,632.8,583.4,616.5,840.0
383.4,564.6,497.4,412.3,420.0
511.3,668.8,461.6,501.9,320.0
493.5,452.1,416.0,501.5,540.0
444.2,599.2,536.7,457.2,420.0
452.9,508.0,524.9,461.0,440.0
535.1,658.8,622.7,645.2,480.0
550.9,601.7,576.0,538.6,440.0
489.2,597.9,504.0,627.9,560.0
444.3,520.8,509.8,453.6,540.0
647.2,691.4,622.7,763.4,800.0
641.6,678.5,614.3,717.7,600.0
415.1,468.0,515.1,392.2,340.0
407.4,570.4,577.8,672.9,560.0
397.5,505.8,543.2,575.0,460.0
527.2,650.0,610.5,475.4,640.0
482.2,604.0,550.8,619.0,360.0
417.0,571.9,546.4,422.9,300.0
499.8,607.1,527.2,600.9,440.0
537.5,639.2,578.2,640.1,560.0
595.2,642.6,625.9,499.5,560.0
491.7,566.8,550.8,597.0,340.0
498.3,450.4,504.0,609.8,540.0
712.3,709.5,639.0,860.4,960.0
521.0,594.5,494.7,484.1,520.0
575.8,612.5,587.7,696.4,840.0
476.3,483.5,461.2,471.5,380.0
417.4,427.4,422.6,406.4,460.0
437.2,557.4,551.4,515.8,340.0
768.3,744.5,686.8,824.4,880.0
499.1,453.5,390.5,521.4,500.0
644.4,647.0,635.0,707.0,780.0
447.7,624.3,576.8,520.7,500.0
508.5,609.9,604.0,422.4,580.0
716.1,697.4,686.2,836.6,920.0
448.7,630.3,557.0,544.3,680.0
480.7,555.7,522.5,583.0,620.0
426.2,636.9,614.0,530.0,760.0
368.7,621.5,579.7,389.6,540.0
425.4,503.2,477.5,510.4,340.0
436.3,592.3,518.7,564.6,500.0
544.0,647.7,584.7,619.8,600.0
404.1,535.2,498.1,537.0,440.0
495.8,582.2,484.9,488.8,340.0
560.1,649.1,546.7,723.7,620.0
505.3,648.5,600.5,500.5,340.0
466.6,618.0,462.5,559.7,400.0
618.6,653.0,548.2,506.2,800.0
529.5,462.6,497.9,510.9,580.0
443.8,507.3,390.6,477.4,640.0
484.1,606.3,553.9,387.3,540.0
673.6,670.0,612.4,757.3,920.0
574.1,668.0,577.7,650.0,800.0
495.8,607.9,529.3,607.0,620.0
439.4,423.6,371.2,438.4,340.0
502.2,419.7,432.8,443.3,300.0
591.7,681.8,677.4,682.0,540.0
472.4,594.4,518.7,548.7,500.0
532.0,574.6,497.9,466.7,520.0
610.8,647.8,624.1,576.5,820.0
491.3,583.5,556.0,626.2,460.0
393.8,466.2,548.9,542.0,580.0
654.2,630.1,566.1,708.8,880.0
460.3,654.2,581.0,663.7,580.0
455.3,615.8,608.9,693.7,720.0
496.6,544.7,538.9,635.1,560.0
446.4,486.7,480.2,429.1,320.0
583.2,641.5,567.2,739.2,440.0
507.4,693.0,619.0,701.9,700.0
570.9,516.1,612.1,666.6,760.0
395.0,462.6,510.6,576.5,660.0
504.2,685.2,621.4,589.3,720.0
684.1,728.4,653.6,775.1,780.0
461.4,470.4,522.6,658.9,320.0
420.5,517.0,429.6,555.1,380.0
551.7,654.9,572.4,603.3,840.0
596.7,655.8,642.4,684.8,600.0
521.5,473.3,526.3,539.1,620.0
524.1,608.6,520.2,501.8,480.0
426.8,581.3,466.6,574.5,460.0
488.0,540.7,522.5,608.1,580.0
632.0,646.9,597.4,595.3,820.0
384.9,492.4,427.1,381.4,320.0
417.6,553.8,381.1,516.5,340.0
398.5,537.0,465.9,482.9,360.0
444.0,530.3,497.9,735.5,720.0
433.4,565.0,561.9,420.7,560.0
603.0,669.6,642.9,515.3,500.0
522.3,612.4,586.7,575.7,640.0
452.1,602.6,440.6,464.9,400.0
419.5,433.3,403.5,374.0,0.0
385.4,559.2,346.3,468.7,520.0
382.0,582.8,451.7,569.8,760.0
535.7,585.3,580.2,649.9,720.0
490.2,589.9,568.7,479.4,660.0
503.1,604.8,509.1,467.6,340.0
524.8,555.3,485.2,445.9,600.0
607.7,654.6,558.0,743.1,560.0
553.4,610.5,512.2,410.2,460.0
466.1,482.4,407.9,530.6,320.0
431.1,486.8,462.3,392.4,320.0
579.8,680.1,640.6,745.6,840.0
406.5,431.8,402.7,455.6,520.0
514.3,622.6,584.7,512.6,380.0
572.8,613.3,606.3,608.4,740.0
486.3,542.2,554.0,531.8,320.0
645.9,651.2,593.6,793.4,720.0
649.7,670.6,614.3,694.5,620.0
526.1,598.6,531.6,642.2,340.0
469.9,533.1,374.1,447.2,580.0
425.9,533.5,423.0,508.9,420.0
423.4,610.1,593.5,477.2,560.0
480.8,488.2,411.9,551.7,360.0
535.0,601.3,593.8,577.5,540.0
460.7,414.6,520.1,542.1,340.0
470.7,427.1,377.0,540.9,260.0
415.7,594.1,537.6,458.8,700.0
493.7,614.5,538.1,654.2,280.0
590.6,651.8,538.8,425.5,500.0
390.8,513.2,452.9,396.4,280.0
395.5,497.6,436.3,516.0,260.0
489.0,553.7,401.3,387.9,480.0
565.0,649.7,550.1,636.7,560.0
438.1,434.7,398.3,427.1,580.0
542.2,598.4,537.4,575.4,540.0
418.2,423.3,343.1,445.2,440.0
530.1,616.4,525.6,546.2,300.0
408.0,523.1,390.1,382.6,300.0
395.1,501.6,405.6,526.6,380.0
455.3,513.1,529.0,450.0,480.0
577.2,452.3,471.1,558.3,280.0
621.0,639.7,605.9,724.2,820.0
545.0,530.5,495.3,500.2,480.0
575.3,618.1,570.8,473.5,340.0
630.4,692.3,644.4,734.3,960.0
585.0,630.3,608.6,562.4,680.0
498.3,583.8,579.1,551.1,560.0
504.8,528.2,443.9,451.2,240.0
509.7,611.0,559.5,421.9,520.0
637.3,691.2,636.5,669.8,720.0
608.3,662.9,639.6,696.2,680.0
485.2,529.9,574.5,639.8,620.0
562.1,523.1,564.5,612.3,580.0
501.6,465.8,428.2,466.0,320.0
529.9,656.3,589.4,672.4,780.0
525.3,480.1,501.5,504.3,500.0
403.1,525.0,617.0,481.9,360.0
480.7,556.2,466.2,465.5,340.0
593.5,645.6,620.4,551.0,560.0
456.5,439.5,424.9,432.9,320.0
577.1,607.2,401.7,458.8,300.0
428.7,600.3,466.1,514.5,480.0
401.9,439.5,462.5,422.9,300.0
514.6,580.1,523.1,490.2,560.0
433.7,514.3,486.6,505.7,380.0
526.4,661.0,570.7,537.2,820.0
512.6,599.3,558.2,466.6,320.0
520.6,603.6,555.4,533.6,560.0
622.2,703.5,624.7,710.5,780.0
477.8,529.4,493.0,521.2,320.0
448.5,573.8,544.7,497.3,780.0
514.9,649.6,575.9,667.1,720.0
535.2,622.8,576.9,444.0,840.0
411.2,564.5,522.1,474.5,440.0
594.8,610.7,604.2,692.5,620.0
580.9,605.0,552.7,454.0,500.0
604.8,678.8,580.8,564.2,560.0
383.1,511.5,471.9,442.1,300.0
458.5,555.1,481.5,543.3,240.0
611.9,652.9,613.7,779.9,960.0
501.6,470.3,549.7,468.9,480.0
497.1,397.7,509.3,410.0,380.0
545.6,647.5,613.0,529.4,520.0
512.7,624.4,517.7,464.6,340.0
472.7,524.7,442.7,410.4,560.0
596.7,662.6,612.9,675.3,620.0
443.0,425.6,498.6,576.8,580.0
556.2,624.6,572.6,554.5,500.0
452.4,568.5,521.9,439.0,800.0
491.2,635.9,509.4,542.3,580.0
521.0,553.2,516.0,528.9,580.0
572.5,661.8,602.8,448.4,580.0
423.3,553.8,416.0,434.0,320.0
500.4,456.9,515.7,387.2,540.0
433.6,439.9,504.9,437.4,360.0
385.6,445.1,471.2,461.0,540.0
465.6,637.2,595.7,629.6,360.0
556.4,633.6,602.5,426.5,600.0
420.0,421.3,571.3,385.5,460.0
653.2,668.9,625.0,697.3,700.0
483.4,505.8,542.3,476.7,640.0
429.8,428.4,429.7,488.2,480.0
546.7,533.2,545.6,514.5,600.0
390.7,424.0,486.2,524.8,400.0
461.9,496.5,484.7,495.7,440.0
508.1,446.0,536.6,600.9,540.0
424.2,614.9,575.9,522.1,580.0
526.6,577.4,554.8,544.3,600.0
480.9,621.9,562.5,545.5,560.0
583.7,671.9,644.1,734.1,620.0
387.7,475.5,491.5,411.4,200.0
460.3,565.4,523.0,440.0,340.0
487.6,531.2,405.8,605.8,340.0
511.4,568.5,437.3,414.9,320.0
574.0,653.3,584.0,392.0,520.0
442.3,503.4,545.6,490.9,640.0
510.4,634.6,541.6,593.7,540.0
443.4,540.8,395.2,456.5,280.0
436.8,469.5,349.6,431.9,340.0
485.3,561.1,480.5,508.1,320.0
509.5,582.0,478.6,585.2,360.0
430.8,505.6,452.6,388.9,320.0
439.7,525.1,398.7,489.0,460.0
449.4,520.6,450.4,479.0,480.0
444.9,627.5,608.4,511.3,660.0
533.5,616.9,560.2,530.5,640.0
454.0,640.0,596.9,427.8,620.0
500.3,540.1,571.7,420.4,360.0
524.3,583.0,495.5,444.1,300.0
566.8,629.4,602.4,558.0,600.0
632.2,685.2,650.0,777.5,660.0
558.0,643.5,622.2,583.1,400.0
444.7,642.0,531.7,382.9,640.0
582.2,616.9,563.2,477.5,580.0
455.6,518.7,465.7,417.2,700.0
436.3,469.5,465.7,486.0,280.0
501.7,558.6,459.2,558.2,260.0
611.0,637.2,565.2,649.8,680.0
500.4,551.1,542.6,567.4,380.0
448.3,603.7,528.9,479.4,600.0
426.1,517.9,468.4,544.6,520.0
401.9,620.7,522.6,489.2,580.0
602.4,704.8,607.8,662.5,760.0
513.4,453.0,606.0,510.2,520.0
522.2,598.8,585.7,487.8,740.0
602.5,642.2,485.9,564.5,340.0
377.7,522.2,400.2,540.2,300.0
484.2,592.6,509.7,420.5,260.0
590.5,667.7,620.4,604.2,560.0
601.2,490.7,533.4,622.6,620.0
696.9,714.9,625.7,770.3,780.0
445.9,563.5,548.3,462.6,400.0
385.0,572.4,445.4,531.9,360.0
486.5,500.3,438.3,424.5,240.0
482.5,552.2,509.0,457.4,380.0
547.9,630.9,547.5,535.8,860.0
380.9,592.8,498.6,560.6,280.0
609.3,644.6,645.4,716.4,660.0
525.9,542.7,527.4,442.9,340.0
428.9,590.4,517.7,496.6,580.0
565.1,649.8,592.3,444.1,460.0
484.9,610.5,559.8,551.4,580.0
657.5,684.5,643.3,610.7,860.0
494.0,580.2,480.7,506.4,440.0
433.7,623.0,552.5,648.8,580.0
539.8,648.1,612.2,588.6,600.0
449.4,504.3,460.8,390.6,460.0
388.2,453.9,376.4,428.0,400.0
457.3,597.6,570.4,483.3,440.0
551.3,613.4,595.5,742.3,780.0
519.4,487.1,469.7,407.4,420.0
445.8,577.3,547.7,701.5,600.0
436.2,451.8,427.2,491.3,440.0
540.3,665.1,613.1,651.2,360.0
413.0,551.7,452.2,455.3,420.0
598.5,582.2,538.6,535.3,520.0
